"success","timeout","failed_images","failed_audio","failed_video","phase","experiment_trial_type","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","matrix_size","transition_matrix","conditional_entropies","sequence","trials_per_block","total_trials","practice_trials","rt","view_history","stimulus","response","position","correct_key","conditional_entropy","surprisal","correct","block","trial_in_block","overall_trial","question_order","questionnaire_item"
"","","","","","main","stimulus","html-keyboard-response","237","68424","0.0-73.0-0.0-0.0","R_m4ommtwk0e","N/A","N/A","8","[[0.36839347962148555,0.18582932025876694,0.007099807624767577,0,0.15137431597034123,0.00004704006797403088,0.2872560364566646,0],[0.0013850875680487965,0.18586284378261636,0,0,0.15139295312519652,0.6140674167743133,0.047291698749824945,0],[0.3745104341474003,0.1858379056676631,0,0,0.1513860127041273,0.00003380252449319531,0.2882318449563162,0],[0,0,0.9928611407415743,0,0.007138859258423303,0,2.311377831611195e-15,0],[0.22458671329618773,0.185844462376646,0,0,0.15139017778414854,0.2825562524203812,0.15562239412263662,0],[0,0.06864090234378073,0,0.10077365119056511,0.1374129705374384,6.273943863605896e-16,1.1140760074060623e-14,0.693172475928204],[0.031129704215363187,0.18578981018498472,0,0,0.1513426271865414,0.10330110461376944,0.2216034943604301,0.30683325943891115],[0,0.0022002880315079767,0,0.8992323487845896,0.09856736318389477,5.110966943270374e-15,2.681112802777004e-15,0]]","[1.9625341748528926,1.5169145114059281,1.9119656630922006,0.06116306098273378,2.280322870927974,1.3588843500111427,2.362303036870217,0.486703132356095]","[6,7,3,2,4,0,6,4,4,5,7,4,6,0,6,7,3,2,0,0,4,6,1,5,7,3,2,1,4,6,5,7,3,2,6,6,6,0,0,0,0,1,5,4,1,5,7,3,2,6,5,4,5,7,3,2,6,7,3,2,1,1,1,5,7,3,2,1,1,1,4,5,7,3,2,6,4,6,6,4]","80","80","16","385","","<div class=""feedback-message""></div><div class=""stimulus-container""><div class=""position-wrapper""><div class=""position-box "" data-position=""0""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""1""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""2""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""3""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""4""></div></div><div class=""position-wrapper""><div class=""position-box active"" data-position=""5""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""6""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""7""></div></div></div><div class=""finger-diagram-container"">
			<img src=""assets/finger-diagrams/finger-diagram-8pos.png"" alt=""Finger position guide"" class=""finger-diagram"" />
		</div>","l","5","k","1.3588843500111427","1.8233899813098122","false","0","52","52","",""
"","","","","","main","feedback","html-keyboard-response","238","68632","0.0-73.0-0.0-1.0","R_m4ommtwk0e","N/A","N/A","8","[[0.36839347962148555,0.18582932025876694,0.007099807624767577,0,0.15137431597034123,0.00004704006797403088,0.2872560364566646,0],[0.0013850875680487965,0.18586284378261636,0,0,0.15139295312519652,0.6140674167743133,0.047291698749824945,0],[0.3745104341474003,0.1858379056676631,0,0,0.1513860127041273,0.00003380252449319531,0.2882318449563162,0],[0,0,0.9928611407415743,0,0.007138859258423303,0,2.311377831611195e-15,0],[0.22458671329618773,0.185844462376646,0,0,0.15139017778414854,0.2825562524203812,0.15562239412263662,0],[0,0.06864090234378073,0,0.10077365119056511,0.1374129705374384,6.273943863605896e-16,1.1140760074060623e-14,0.693172475928204],[0.031129704215363187,0.18578981018498472,0,0,0.1513426271865414,0.10330110461376944,0.2216034943604301,0.30683325943891115],[0,0.0022002880315079767,0,0.8992323487845896,0.09856736318389477,5.110966943270374e-15,2.681112802777004e-15,0]]","[1.9625341748528926,1.5169145114059281,1.9119656630922006,0.06116306098273378,2.280322870927974,1.3588843500111427,2.362303036870217,0.486703132356095]","[6,7,3,2,4,0,6,4,4,5,7,4,6,0,6,7,3,2,0,0,4,6,1,5,7,3,2,1,4,6,5,7,3,2,6,6,6,0,0,0,0,1,5,4,1,5,7,3,2,6,5,4,5,7,3,2,6,7,3,2,1,1,1,5,7,3,2,1,1,1,4,5,7,3,2,6,4,6,6,4]","80","80","16","null","","<div class=""feedback-message""><div class=""feedback-error"">✗<br>Try again!</div></div><div class=""stimulus-container""><div class=""position-wrapper""><div class=""key-label"">A</div><div class=""position-box "" data-position=""0""></div></div><div class=""position-wrapper""><div class=""key-label"">S</div><div class=""position-box "" data-position=""1""></div></div><div class=""position-wrapper""><div class=""key-label"">D</div><div class=""position-box "" data-position=""2""></div></div><div class=""position-wrapper""><div class=""key-label"">F</div><div class=""position-box "" data-position=""3""></div></div><div class=""position-wrapper""><div class=""key-label"">J</div><div class=""position-box "" data-position=""4""></div></div><div class=""position-wrapper""><div class=""key-label"">K</div><div class=""position-box active"" data-position=""5""></div></div><div class=""position-wrapper""><div class=""key-label"">L</div><div class=""position-box "" data-position=""6""></div></div><div class=""position-wrapper""><div class=""key-label"">;</div><div class=""position-box "" data-position=""7""></div></div></div><div class=""finger-diagram-container"">
			<img src=""assets/finger-diagrams/finger-diagram-8pos.png"" alt=""Finger position guide"" class=""finger-diagram"" />
		</div>","null","","","","","","","","","",""
"","","","","","main","retry","html-keyboard-response","239","68765","0.0-73.0-0.1-0.1","R_m4ommtwk0e","N/A","N/A","8","[[0.36839347962148555,0.18582932025876694,0.007099807624767577,0,0.15137431597034123,0.00004704006797403088,0.2872560364566646,0],[0.0013850875680487965,0.18586284378261636,0,0,0.15139295312519652,0.6140674167743133,0.047291698749824945,0],[0.3745104341474003,0.1858379056676631,0,0,0.1513860127041273,0.00003380252449319531,0.2882318449563162,0],[0,0,0.9928611407415743,0,0.007138859258423303,0,2.311377831611195e-15,0],[0.22458671329618773,0.185844462376646,0,0,0.15139017778414854,0.2825562524203812,0.15562239412263662,0],[0,0.06864090234378073,0,0.10077365119056511,0.1374129705374384,6.273943863605896e-16,1.1140760074060623e-14,0.693172475928204],[0.031129704215363187,0.18578981018498472,0,0,0.1513426271865414,0.10330110461376944,0.2216034943604301,0.30683325943891115],[0,0.0022002880315079767,0,0.8992323487845896,0.09856736318389477,5.110966943270374e-15,2.681112802777004e-15,0]]","[1.9625341748528926,1.5169145114059281,1.9119656630922006,0.06116306098273378,2.280322870927974,1.3588843500111427,2.362303036870217,0.486703132356095]","[6,7,3,2,4,0,6,4,4,5,7,4,6,0,6,7,3,2,0,0,4,6,1,5,7,3,2,1,4,6,5,7,3,2,6,6,6,0,0,0,0,1,5,4,1,5,7,3,2,6,5,4,5,7,3,2,6,7,3,2,1,1,1,5,7,3,2,1,1,1,4,5,7,3,2,6,4,6,6,4]","80","80","16","132","","<div class=""feedback-message""></div><div class=""stimulus-container""><div class=""position-wrapper""><div class=""key-label"">A</div><div class=""position-box "" data-position=""0""></div></div><div class=""position-wrapper""><div class=""key-label"">S</div><div class=""position-box "" data-position=""1""></div></div><div class=""position-wrapper""><div class=""key-label"">D</div><div class=""position-box "" data-position=""2""></div></div><div class=""position-wrapper""><div class=""key-label"">F</div><div class=""position-box "" data-position=""3""></div></div><div class=""position-wrapper""><div class=""key-label"">J</div><div class=""position-box "" data-position=""4""></div></div><div class=""position-wrapper""><div class=""key-label"">K</div><div class=""position-box active"" data-position=""5""></div></div><div class=""position-wrapper""><div class=""key-label"">L</div><div class=""position-box "" data-position=""6""></div></div><div class=""position-wrapper""><div class=""key-label"">;</div><div class=""position-box "" data-position=""7""></div></div></div><div class=""finger-diagram-container"">
			<img src=""assets/finger-diagrams/finger-diagram-8pos.png"" alt=""Finger position guide"" class=""finger-diagram"" />
		</div>","k","5","k","1.3588843500111427","1.8233899813098122","true","0","52","52","",""
"","","","","","main","feedback","html-keyboard-response","240","68967","0.0-73.0-0.1-1.1","R_m4ommtwk0e","N/A","N/A","8","[[0.36839347962148555,0.18582932025876694,0.007099807624767577,0,0.15137431597034123,0.00004704006797403088,0.2872560364566646,0],[0.0013850875680487965,0.18586284378261636,0,0,0.15139295312519652,0.6140674167743133,0.047291698749824945,0],[0.3745104341474003,0.1858379056676631,0,0,0.1513860127041273,0.00003380252449319531,0.2882318449563162,0],[0,0,0.9928611407415743,0,0.007138859258423303,0,2.311377831611195e-15,0],[0.22458671329618773,0.185844462376646,0,0,0.15139017778414854,0.2825562524203812,0.15562239412263662,0],[0,0.06864090234378073,0,0.10077365119056511,0.1374129705374384,6.273943863605896e-16,1.1140760074060623e-14,0.693172475928204],[0.031129704215363187,0.18578981018498472,0,0,0.1513426271865414,0.10330110461376944,0.2216034943604301,0.30683325943891115],[0,0.0022002880315079767,0,0.8992323487845896,0.09856736318389477,5.110966943270374e-15,2.681112802777004e-15,0]]","[1.9625341748528926,1.5169145114059281,1.9119656630922006,0.06116306098273378,2.280322870927974,1.3588843500111427,2.362303036870217,0.486703132356095]","[6,7,3,2,4,0,6,4,4,5,7,4,6,0,6,7,3,2,0,0,4,6,1,5,7,3,2,1,4,6,5,7,3,2,6,6,6,0,0,0,0,1,5,4,1,5,7,3,2,6,5,4,5,7,3,2,6,7,3,2,1,1,1,5,7,3,2,1,1,1,4,5,7,3,2,6,4,6,6,4]","80","80","16","null","","<div class=""feedback-message""><div class=""feedback-correct"">✓</div></div><div class=""stimulus-container""><div class=""position-wrapper""><div class=""position-box "" data-position=""0""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""1""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""2""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""3""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""4""></div></div><div class=""position-wrapper""><div class=""position-box active"" data-position=""5""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""6""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""7""></div></div></div><div class=""finger-diagram-container"">
			<img src=""assets/finger-diagrams/finger-diagram-8pos.png"" alt=""Finger position guide"" class=""finger-diagram"" />
		</div>","null","","","","","","","","","",""
"","","","","","main","rsi","html-keyboard-response","241","69090","0.0-73.0-1.0","R_m4ommtwk0e","N/A","N/A","8","[[0.36839347962148555,0.18582932025876694,0.007099807624767577,0,0.15137431597034123,0.00004704006797403088,0.2872560364566646,0],[0.0013850875680487965,0.18586284378261636,0,0,0.15139295312519652,0.6140674167743133,0.047291698749824945,0],[0.3745104341474003,0.1858379056676631,0,0,0.1513860127041273,0.00003380252449319531,0.2882318449563162,0],[0,0,0.9928611407415743,0,0.007138859258423303,0,2.311377831611195e-15,0],[0.22458671329618773,0.185844462376646,0,0,0.15139017778414854,0.2825562524203812,0.15562239412263662,0],[0,0.06864090234378073,0,0.10077365119056511,0.1374129705374384,6.273943863605896e-16,1.1140760074060623e-14,0.693172475928204],[0.031129704215363187,0.18578981018498472,0,0,0.1513426271865414,0.10330110461376944,0.2216034943604301,0.30683325943891115],[0,0.0022002880315079767,0,0.8992323487845896,0.09856736318389477,5.110966943270374e-15,2.681112802777004e-15,0]]","[1.9625341748528926,1.5169145114059281,1.9119656630922006,0.06116306098273378,2.280322870927974,1.3588843500111427,2.362303036870217,0.486703132356095]","[6,7,3,2,4,0,6,4,4,5,7,4,6,0,6,7,3,2,0,0,4,6,1,5,7,3,2,1,4,6,5,7,3,2,6,6,6,0,0,0,0,1,5,4,1,5,7,3,2,6,5,4,5,7,3,2,6,7,3,2,1,1,1,5,7,3,2,1,1,1,4,5,7,3,2,6,4,6,6,4]","80","80","16","null","","<div class=""feedback-message""></div><div class=""stimulus-container""><div class=""position-wrapper""><div class=""position-box "" data-position=""0""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""1""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""2""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""3""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""4""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""5""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""6""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""7""></div></div></div><div class=""finger-diagram-container"">
			<img src=""assets/finger-diagrams/finger-diagram-8pos.png"" alt=""Finger position guide"" class=""finger-diagram"" />
		</div>","null","","","","","","","","","",""
"","","","","","main","stimulus","html-keyboard-response","242","69595","0.0-74.0-0.0-0.0","R_m4ommtwk0e","N/A","N/A","8","[[0.36839347962148555,0.18582932025876694,0.007099807624767577,0,0.15137431597034123,0.00004704006797403088,0.2872560364566646,0],[0.0013850875680487965,0.18586284378261636,0,0,0.15139295312519652,0.6140674167743133,0.047291698749824945,0],[0.3745104341474003,0.1858379056676631,0,0,0.1513860127041273,0.00003380252449319531,0.2882318449563162,0],[0,0,0.9928611407415743,0,0.007138859258423303,0,2.311377831611195e-15,0],[0.22458671329618773,0.185844462376646,0,0,0.15139017778414854,0.2825562524203812,0.15562239412263662,0],[0,0.06864090234378073,0,0.10077365119056511,0.1374129705374384,6.273943863605896e-16,1.1140760074060623e-14,0.693172475928204],[0.031129704215363187,0.18578981018498472,0,0,0.1513426271865414,0.10330110461376944,0.2216034943604301,0.30683325943891115],[0,0.0022002880315079767,0,0.8992323487845896,0.09856736318389477,5.110966943270374e-15,2.681112802777004e-15,0]]","[1.9625341748528926,1.5169145114059281,1.9119656630922006,0.06116306098273378,2.280322870927974,1.3588843500111427,2.362303036870217,0.486703132356095]","[6,7,3,2,4,0,6,4,4,5,7,4,6,0,6,7,3,2,0,0,4,6,1,5,7,3,2,1,4,6,5,7,3,2,6,6,6,0,0,0,0,1,5,4,1,5,7,3,2,6,5,4,5,7,3,2,6,7,3,2,1,1,1,5,7,3,2,1,1,1,4,5,7,3,2,6,4,6,6,4]","80","80","16","504","","<div class=""feedback-message""></div><div class=""stimulus-container""><div class=""position-wrapper""><div class=""position-box "" data-position=""0""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""1""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""2""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""3""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""4""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""5""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""6""></div></div><div class=""position-wrapper""><div class=""position-box active"" data-position=""7""></div></div></div><div class=""finger-diagram-container"">
			<img src=""assets/finger-diagrams/finger-diagram-8pos.png"" alt=""Finger position guide"" class=""finger-diagram"" />
		</div>",";","7",";","0.486703132356095","0.5287137249106907","true","0","53","53","",""
"","","","","","main","feedback","html-keyboard-response","243","69795","0.0-74.0-0.0-1.0","R_m4ommtwk0e","N/A","N/A","8","[[0.36839347962148555,0.18582932025876694,0.007099807624767577,0,0.15137431597034123,0.00004704006797403088,0.2872560364566646,0],[0.0013850875680487965,0.18586284378261636,0,0,0.15139295312519652,0.6140674167743133,0.047291698749824945,0],[0.3745104341474003,0.1858379056676631,0,0,0.1513860127041273,0.00003380252449319531,0.2882318449563162,0],[0,0,0.9928611407415743,0,0.007138859258423303,0,2.311377831611195e-15,0],[0.22458671329618773,0.185844462376646,0,0,0.15139017778414854,0.2825562524203812,0.15562239412263662,0],[0,0.06864090234378073,0,0.10077365119056511,0.1374129705374384,6.273943863605896e-16,1.1140760074060623e-14,0.693172475928204],[0.031129704215363187,0.18578981018498472,0,0,0.1513426271865414,0.10330110461376944,0.2216034943604301,0.30683325943891115],[0,0.0022002880315079767,0,0.8992323487845896,0.09856736318389477,5.110966943270374e-15,2.681112802777004e-15,0]]","[1.9625341748528926,1.5169145114059281,1.9119656630922006,0.06116306098273378,2.280322870927974,1.3588843500111427,2.362303036870217,0.486703132356095]","[6,7,3,2,4,0,6,4,4,5,7,4,6,0,6,7,3,2,0,0,4,6,1,5,7,3,2,1,4,6,5,7,3,2,6,6,6,0,0,0,0,1,5,4,1,5,7,3,2,6,5,4,5,7,3,2,6,7,3,2,1,1,1,5,7,3,2,1,1,1,4,5,7,3,2,6,4,6,6,4]","80","80","16","null","","<div class=""feedback-message""><div class=""feedback-correct"">✓</div></div><div class=""stimulus-container""><div class=""position-wrapper""><div class=""position-box "" data-position=""0""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""1""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""2""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""3""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""4""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""5""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""6""></div></div><div class=""position-wrapper""><div class=""position-box active"" data-position=""7""></div></div></div><div class=""finger-diagram-container"">
			<img src=""assets/finger-diagrams/finger-diagram-8pos.png"" alt=""Finger position guide"" class=""finger-diagram"" />
		</div>","null","","","","","","","","","",""
"","","","","","main","rsi","html-keyboard-response","244","69918","0.0-74.0-1.0","R_m4ommtwk0e","N/A","N/A","8","[[0.36839347962148555,0.18582932025876694,0.007099807624767577,0,0.15137431597034123,0.00004704006797403088,0.2872560364566646,0],[0.0013850875680487965,0.18586284378261636,0,0,0.15139295312519652,0.6140674167743133,0.047291698749824945,0],[0.3745104341474003,0.1858379056676631,0,0,0.1513860127041273,0.00003380252449319531,0.2882318449563162,0],[0,0,0.9928611407415743,0,0.007138859258423303,0,2.311377831611195e-15,0],[0.22458671329618773,0.185844462376646,0,0,0.15139017778414854,0.2825562524203812,0.15562239412263662,0],[0,0.06864090234378073,0,0.10077365119056511,0.1374129705374384,6.273943863605896e-16,1.1140760074060623e-14,0.693172475928204],[0.031129704215363187,0.18578981018498472,0,0,0.1513426271865414,0.10330110461376944,0.2216034943604301,0.30683325943891115],[0,0.0022002880315079767,0,0.8992323487845896,0.09856736318389477,5.110966943270374e-15,2.681112802777004e-15,0]]","[1.9625341748528926,1.5169145114059281,1.9119656630922006,0.06116306098273378,2.280322870927974,1.3588843500111427,2.362303036870217,0.486703132356095]","[6,7,3,2,4,0,6,4,4,5,7,4,6,0,6,7,3,2,0,0,4,6,1,5,7,3,2,1,4,6,5,7,3,2,6,6,6,0,0,0,0,1,5,4,1,5,7,3,2,6,5,4,5,7,3,2,6,7,3,2,1,1,1,5,7,3,2,1,1,1,4,5,7,3,2,6,4,6,6,4]","80","80","16","null","","<div class=""feedback-message""></div><div class=""stimulus-container""><div class=""position-wrapper""><div class=""position-box "" data-position=""0""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""1""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""2""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""3""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""4""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""5""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""6""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""7""></div></div></div><div class=""finger-diagram-container"">
			<img src=""assets/finger-diagrams/finger-diagram-8pos.png"" alt=""Finger position guide"" class=""finger-diagram"" />
		</div>","null","","","","","","","","","",""
"","","","","","main","stimulus","html-keyboard-response","245","70588","0.0-75.0-0.0-0.0","R_m4ommtwk0e","N/A","N/A","8","[[0.36839347962148555,0.18582932025876694,0.007099807624767577,0,0.15137431597034123,0.00004704006797403088,0.2872560364566646,0],[0.0013850875680487965,0.18586284378261636,0,0,0.15139295312519652,0.6140674167743133,0.047291698749824945,0],[0.3745104341474003,0.1858379056676631,0,0,0.1513860127041273,0.00003380252449319531,0.2882318449563162,0],[0,0,0.9928611407415743,0,0.007138859258423303,0,2.311377831611195e-15,0],[0.22458671329618773,0.185844462376646,0,0,0.15139017778414854,0.2825562524203812,0.15562239412263662,0],[0,0.06864090234378073,0,0.10077365119056511,0.1374129705374384,6.273943863605896e-16,1.1140760074060623e-14,0.693172475928204],[0.031129704215363187,0.18578981018498472,0,0,0.1513426271865414,0.10330110461376944,0.2216034943604301,0.30683325943891115],[0,0.0022002880315079767,0,0.8992323487845896,0.09856736318389477,5.110966943270374e-15,2.681112802777004e-15,0]]","[1.9625341748528926,1.5169145114059281,1.9119656630922006,0.06116306098273378,2.280322870927974,1.3588843500111427,2.362303036870217,0.486703132356095]","[6,7,3,2,4,0,6,4,4,5,7,4,6,0,6,7,3,2,0,0,4,6,1,5,7,3,2,1,4,6,5,7,3,2,6,6,6,0,0,0,0,1,5,4,1,5,7,3,2,6,5,4,5,7,3,2,6,7,3,2,1,1,1,5,7,3,2,1,1,1,4,5,7,3,2,6,4,6,6,4]","80","80","16","670","","<div class=""feedback-message""></div><div class=""stimulus-container""><div class=""position-wrapper""><div class=""position-box "" data-position=""0""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""1""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""2""></div></div><div class=""position-wrapper""><div class=""position-box active"" data-position=""3""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""4""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""5""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""6""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""7""></div></div></div><div class=""finger-diagram-container"">
			<img src=""assets/finger-diagrams/finger-diagram-8pos.png"" alt=""Finger position guide"" class=""finger-diagram"" />
		</div>","f","3","f","0.06116306098273378","0.1532341592043482","true","0","54","54","",""
"","","","","","main","feedback","html-keyboard-response","246","70789","0.0-75.0-0.0-1.0","R_m4ommtwk0e","N/A","N/A","8","[[0.36839347962148555,0.18582932025876694,0.007099807624767577,0,0.15137431597034123,0.00004704006797403088,0.2872560364566646,0],[0.0013850875680487965,0.18586284378261636,0,0,0.15139295312519652,0.6140674167743133,0.047291698749824945,0],[0.3745104341474003,0.1858379056676631,0,0,0.1513860127041273,0.00003380252449319531,0.2882318449563162,0],[0,0,0.9928611407415743,0,0.007138859258423303,0,2.311377831611195e-15,0],[0.22458671329618773,0.185844462376646,0,0,0.15139017778414854,0.2825562524203812,0.15562239412263662,0],[0,0.06864090234378073,0,0.10077365119056511,0.1374129705374384,6.273943863605896e-16,1.1140760074060623e-14,0.693172475928204],[0.031129704215363187,0.18578981018498472,0,0,0.1513426271865414,0.10330110461376944,0.2216034943604301,0.30683325943891115],[0,0.0022002880315079767,0,0.8992323487845896,0.09856736318389477,5.110966943270374e-15,2.681112802777004e-15,0]]","[1.9625341748528926,1.5169145114059281,1.9119656630922006,0.06116306098273378,2.280322870927974,1.3588843500111427,2.362303036870217,0.486703132356095]","[6,7,3,2,4,0,6,4,4,5,7,4,6,0,6,7,3,2,0,0,4,6,1,5,7,3,2,1,4,6,5,7,3,2,6,6,6,0,0,0,0,1,5,4,1,5,7,3,2,6,5,4,5,7,3,2,6,7,3,2,1,1,1,5,7,3,2,1,1,1,4,5,7,3,2,6,4,6,6,4]","80","80","16","null","","<div class=""feedback-message""><div class=""feedback-correct"">✓</div></div><div class=""stimulus-container""><div class=""position-wrapper""><div class=""position-box "" data-position=""0""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""1""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""2""></div></div><div class=""position-wrapper""><div class=""position-box active"" data-position=""3""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""4""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""5""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""6""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""7""></div></div></div><div class=""finger-diagram-container"">
			<img src=""assets/finger-diagrams/finger-diagram-8pos.png"" alt=""Finger position guide"" class=""finger-diagram"" />
		</div>","null","","","","","","","","","",""
"","","","","","main","rsi","html-keyboard-response","247","70911","0.0-75.0-1.0","R_m4ommtwk0e","N/A","N/A","8","[[0.36839347962148555,0.18582932025876694,0.007099807624767577,0,0.15137431597034123,0.00004704006797403088,0.2872560364566646,0],[0.0013850875680487965,0.18586284378261636,0,0,0.15139295312519652,0.6140674167743133,0.047291698749824945,0],[0.3745104341474003,0.1858379056676631,0,0,0.1513860127041273,0.00003380252449319531,0.2882318449563162,0],[0,0,0.9928611407415743,0,0.007138859258423303,0,2.311377831611195e-15,0],[0.22458671329618773,0.185844462376646,0,0,0.15139017778414854,0.2825562524203812,0.15562239412263662,0],[0,0.06864090234378073,0,0.10077365119056511,0.1374129705374384,6.273943863605896e-16,1.1140760074060623e-14,0.693172475928204],[0.031129704215363187,0.18578981018498472,0,0,0.1513426271865414,0.10330110461376944,0.2216034943604301,0.30683325943891115],[0,0.0022002880315079767,0,0.8992323487845896,0.09856736318389477,5.110966943270374e-15,2.681112802777004e-15,0]]","[1.9625341748528926,1.5169145114059281,1.9119656630922006,0.06116306098273378,2.280322870927974,1.3588843500111427,2.362303036870217,0.486703132356095]","[6,7,3,2,4,0,6,4,4,5,7,4,6,0,6,7,3,2,0,0,4,6,1,5,7,3,2,1,4,6,5,7,3,2,6,6,6,0,0,0,0,1,5,4,1,5,7,3,2,6,5,4,5,7,3,2,6,7,3,2,1,1,1,5,7,3,2,1,1,1,4,5,7,3,2,6,4,6,6,4]","80","80","16","null","","<div class=""feedback-message""></div><div class=""stimulus-container""><div class=""position-wrapper""><div class=""position-box "" data-position=""0""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""1""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""2""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""3""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""4""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""5""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""6""></div></div><div class=""position-wrapper""><div class=""position-box "" data-position=""7""></div></div></div><div class=""finger-diagram-container"">
			<img src=""assets/finger-diagrams/finger-diagram-8pos.png"" alt=""Finger position guide"" class=""finger-diagram"" />
		</div>","null","","","","","","","","","",""
